OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,point,SF_Find_Neighborhoods,Current_Police_Districts,Current_Supervisor_Districts,Analysis_Neighborhoods
32755,3rd St&Marin St SE-NS/SI,3ST MRN0,3ST MRN0,7353,37.748999,-122.387445,0,MARIN ST,3RD ST & MARIN,NS,SE,SI,0,09/11/2019 06:58:28 PM +0000,1639325,120,,"(37.74899899993068, -122.38744499944086)",56,2,9,1
30193,3rd St&Innes Ave SW-FS/BZ,.3STINE0,3STINES,3129,37.73932,-122.38926,0,INNES AVE,03RD ST,FS,SW,BZ,0,09/11/2019 06:58:28 PM +0000,1632524,120,,"(37.73932000020719, -122.38926000026767)",86,2,9,1
32810,Warren Dr&Christopher Dr E-NS/SB,WARNCHP1,WARNCHPR,6911,37.75376,-122.459971,0,CHRISTOPHER DR,WARREN DR,NS,E,,0,09/11/2019 06:58:28 PM +0000,1638160,120,,"(37.75375999993008, -122.4599709996804)",111,7,8,14
30838,Geary Blvd&9TH Ave NW-FS/BZ,GEAR 9A0,GEAR 9AV,4259,37.780982,-122.467644,0,10TH AVE,GEARY BLVD,FS,NW,BZ,1,09/11/2019 06:58:28 PM +0000,1633809,120,,"(37.78098199959791, -122.46764399994228)",5,8,4,11
33515,Frida Khalo Way&Judson Ave SE-NS/BZ,FRIDJDS1,PHELJDSN,5924,37.72762,-122.45229,0,JUDSON AVE,PHELAN AVE,NS,SE,BZ,0,09/11/2019 06:58:28 PM +0000,1638355,120,,"(37.72762000025442, -122.4522900003398)",95,9,8,41
30345,20th St&3rd St NW-FS/BZ,20ST.3S1,20ST.3ST,3410,37.760536,-122.388707,0,03RD ST,20TH ST,FS,NW,BZ,0,09/11/2019 06:58:28 PM +0000,1633038,120,,"(37.76053599965957, -122.38870700018694)",55,2,9,26
30995,Corbett Ave&Graystone Ter E-MI/PS,CRBTGRA1,CRBTGRAY,4177,37.75641,-122.44328,0,GRAYSTONE TER,CORBETT AVE,MI,E,,0,09/11/2019 06:58:28 PM +0000,1633986,120,,"(37.75640999989054, -122.44328000013118)",47,7,5,5
33406,Van Ness&North Point SW-FS-BZ,V.N.N.P.,,7476,37.80484,-122.425352,0,NORTH POINT ST,VAN NESS AVE,,,,0,09/11/2019 06:58:28 PM +0000,1639797,120,,"(37.8048400001312, -122.42535200056605)",98,6,6,32
32652,Teresita Blvd&El Sereno Ct SE-NS/SB,TEREELS1,TEREELSR,6663,37.738931,-122.44605,0,EL SERENO CT,TERESITA BLVD,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1637936,120,,"(37.738931000331185, -122.44605000010957)",72,9,8,41
32693,Arkansas St&22ND St NW-NS,ARKS22S0,ARKS22ST,3652,37.75745,-122.39804,0,22ND ST,ARKANSAS ST,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1637750,120,,"(37.75744999991845, -122.39804000033834)",54,2,9,26
33022,Mission St&Power St NE-FS/BZ,MISSPOWR,,7841,37.746245,-122.419401,,PRECITA AVE,MISSION ST,,,,,09/11/2019 06:58:28 PM +0000,1640023,120,,"(37.74624500015905, -122.41940099983216)",83,9,2,2
31026,The Embarcadero&Howard St SW-FS/SB,EMBRHWR0,EMBRHWRD,4520,37.792159,-122.391066,0,HOWARD ST,THE EMBARCADERO,FS,SW,,0,09/11/2019 06:58:28 PM +0000,1634139,120,,"(37.79215899996303, -122.39106600037007)",108,1,10,8
31250,Kearny St&Bush St NE-FS/BZ,KRNYBUS1,KRNYBUSH,4818,37.791004,-122.403976,0,BUSH ST,KEARNY ST,FS,NE,BZ,0,09/11/2019 06:58:28 PM +0000,1634513,120,,"(37.79100400024247, -122.40397600012632)",108,6,3,8
31515,Mission St&Spear St OB W-FS/BZ,MISSSPE0,MISSSPER,5623,37.79239,-122.39435,0,SPEAR ST,MISSION ST,FS,W,BZ,1,09/11/2019 06:58:28 PM +0000,1635235,120,,"(37.79238999980716, -122.39435000048451)",108,1,10,8
30276,16th Ave&Ortega St SE-NS/PS,16AVORT1,16AVORTG,3279,37.7524,-122.47309,0,ORTEGA ST,16TH AVE,NS,SE,FL,0,09/11/2019 06:58:28 PM +0000,1632808,120,,"(37.75239999988324, -122.47308999946551)",44,10,8,14
33079,Noriega St&48th Ave NW-FS/PS,NORI48A0,NORI48AV,5763,37.752934,-122.507854,0,48TH AVE,NORIEGA ST,FS,NW,,0,09/11/2019 06:58:28 PM +0000,1638590,120,,"(37.75293399984264, -122.50785400030895)",39,10,7,35
30531,Castro St&18TH St SE-NS/BB,CTRO18S1,CTRO18ST,4314,37.760836,-122.434934,0,18TH ST,CASTRO ST,NS,SE,BB,0,09/11/2019 06:58:28 PM +0000,1633629,120,,"(37.760836000148004, -122.43493399972928)",38,3,5,5
32787,Portola Dr&Glenview Dr NW-FS/SB,PORTGLV0,PORTGLVW,6015,37.746462,-122.447917,0,GLENVIEW DR,PORTOLA DR,FS,NW,FL,0,09/11/2019 06:58:28 PM +0000,1639656,120,,"(37.74646200043703, -122.44791700027557)",48,9,5,10
30610,Buckingham Way&Winston Dr W-FS/BZ,BUCKWIN3,BUCKWINS,3803,37.72803,-122.47913,0,WINSTON DR,BUCKINGHAM WAY,FS,W,BZ,0,09/11/2019 06:58:28 PM +0000,1633325,120,,"(37.72802999975068, -122.47913000012352)",41,10,8,16
33291,Pine St&Montgomery St NE-NS/SB,PINEMTG0,PINEMTGY,5944,37.791941,-122.402542,0,,,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1639064,120,,"(37.79194100039083, -122.40254199972505)",108,6,3,8
32587,Balboa St&10TH Ave NE-NS/PS,BBOA10A0,BBOA10AV,3038,37.777101,-122.46817,0,10TH AVE,BALBOA ST,NS,NE,,1,09/11/2019 06:58:28 PM +0000,1639418,120,,"(37.777101000166134, -122.46817000050508)",5,8,4,11
31898,Quintara St&19th Ave NE-NS/PS,QUIN19A0,QUIN19AV,6140,37.74871,-122.47584,0,19TH AVE,QUINTARA ST,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1635912,120,,"(37.748710000070744, -122.4758399995479)",44,10,8,14
29819,Broderick St&Jefferson St SE-NS/PS,BDRKJEF0,BDRKJEFF,3076,37.804343,-122.44536,0,JEFFERSON ST,BRODERICK ST,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1632377,120,,"(37.80434299967041, -122.44536000017342)",17,4,6,13
33589,16th St&Illinois St NE-NS/SB,16STILLI,,7988,37.767032,-122.388095,,ILLINOIS ST,16TH ST,,,,,09/11/2019 06:58:28 PM +0000,1639939,120,,"(37.76703199998754, -122.38809500017152)",34,1,10,4
31197,Folsom St&Stoneman St NW-NS/SB,FOLSSTN1,FOLSSTNM,4699,37.74521,-122.41345,0,STONEMAN ST,FOLSOM ST,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1634339,120,,"(37.745209999652, -122.41345000052517)",83,9,2,2
33639,Transit Center Bay 29,TBAYDECK,,7948,37.790136,-122.396146,0,MISSION ST,FREMONT ST,,,,0,09/11/2019 06:58:28 PM +0000,1640016,120,,"(37.79013599961811, -122.39614600043151)",32,1,10,8
29818,2nd St&Howard St S-FS/SI,2STHWR0,2STHWRD,3011,37.786612,-122.398338,0,02ND ST,HOWARD ST,FS,S,BZ,0,09/11/2019 06:58:28 PM +0000,1632375,120,,"(37.78661199966221, -122.398338000538)",32,1,10,8
33329,Wisconsin St&26th St NE-FS/PS,WISC26S1,WISC26ST,6962,37.751279,-122.398282,0,26TH ST,WISCONSIN ST,FS,NE,,0,09/11/2019 06:58:28 PM +0000,1639187,120,,"(37.75127899977922, -122.39828199944613)",54,2,9,26
31544,Monterey Blvd&Plymouth Ave NS-NS/SB,MTRYPLY1,MTRYPLYM,5438,37.730874,-122.457654,0,PLYMOUTH AVE,MONTEREY BLVD,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1635150,120,,"(37.73087400005486, -122.45765399990654)",71,9,8,41
31346,Judah St&16th Ave N-MI/SI,JUDA16A0,JUDA16AV,5198,37.76194,-122.473632,0,16TH AVE,JUDAH ST,MI,N,SI,0,09/11/2019 06:58:28 PM +0000,1634427,120,,"(37.761940000276326, -122.47363200037758)",109,10,11,14
30744,Columbus Ave&Lombard St SW-FS/BZ,COLMLOM1,COLMLOMB,4114,37.802598,-122.413646,0,LOMBARD ST,COLUMBUS AVE,FS,SW,BZ,0,09/11/2019 06:58:28 PM +0000,1633740,120,,"(37.80259799961009, -122.41364600047112)",107,6,3,32
32019,Persia Ave&Naples St W-NS/PS,PERSNAP0,PERSNAPL,5917,37.720853,-122.431356,0,NAPLES ST,PERSIA AVE,NS,W,,0,09/11/2019 06:58:28 PM +0000,1636475,120,,"(37.72085300019473, -122.43135599998678)",90,9,1,7
31086,Mansell St&San Bruno Ave S-NS/PS,MANSSBR0,MANSSBRO,5349,37.721443,-122.401154,0,SAN BRUNO AVE,MANSELL ST,NS,S,,0,09/11/2019 06:58:28 PM +0000,1634585,120,,"(37.721442999631634, -122.40115400017321)",91,9,9,25
33566,Divisadero St&Geary Blvd NE-FS/BZ,DIVIGEA1,DIVIGEAR,4421,37.783375,-122.439412,0,GEARY BLVD,DIVISADERO ST,FS,NE,BZ,1,09/11/2019 06:58:28 PM +0000,1638446,120,,"(37.783375000013784, -122.43941199977118)",103,4,11,15
32221,Van Ness Ave&Sutter St SW-FS/BZ,V N SUT1,V N SUTT,6830,37.787396,-122.421838,0,SUTTER ST,VAN NESS AVE,FS,SW,BZ,0,09/11/2019 06:58:28 PM +0000,1636613,120,,"(37.78739600005383, -122.42183799960188)",100,4,6,39
31890,Hyde St&Greenwich St NW-NS,HYDEGNW1,HYDEGNWH,5072,37.801011,-122.419494,0,GREENWICH ST,HYDE ST,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1635896,120,,"(37.80101100040402, -122.41949399972144)",107,6,6,32
33352,Powell St&Bush St W-MI,POWLBUS1,POWLBUSH,6048,37.790141,-122.408871,0,BUSH ST,POWELL ST,MI,W,,0,09/11/2019 06:58:28 PM +0000,1638229,120,,"(37.79014099991145, -122.40887100005739)",19,6,3,21
32680,Steiner St&Union St SW-FS/BZ,STEIUNI0,STEIUNIN,6491,37.796627,-122.437137,0,UNION ST,STEINER ST,FS,SW,BZ,1,09/11/2019 06:58:28 PM +0000,1637714,120,,"(37.79662699974297, -122.43713700042211)",14,4,6,13
30880,Felton St&Amherst St NE-NS,FELTAMS0,FELTAMST,4581,37.72702,-122.41634,0,AMHERST ST,FELTON ST,NS,NE,FL,0,09/11/2019 06:58:28 PM +0000,1634236,120,,"(37.727020000019046, -122.41634000051486)",92,2,2,7
33500,Transit Center Bay C,TBT BAYC,,7915,37.789957,-122.395493,0,MISSION ST,BEALE ST,,,,0,09/11/2019 06:58:28 PM +0000,1639884,120,,"(37.789957000258504, -122.39549299985859)",32,1,10,8
33302,San Jose Ave&Santa Rosa Ave E-FS/SI,S.J.SRO1,S.J.SROS,6284,37.728991,-122.439922,0,SANTA ROSA AVE,SAN JOSE AVE,FS,E,FL,0,09/11/2019 06:58:28 PM +0000,1639097,120,,"(37.72899099990526, -122.43992199964732)",94,9,1,28
30366,Alemany At St Mary's Park Overpass NW-NS/PS,ALEMSTM0,ALEMSTMX,3629,37.73229,-122.42059,0,STONEYFORD,ALEMANY BL,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1633264,120,,"(37.732289999693876, -122.4205899994818)",93,9,2,2
31831,Steiner St&Vallejo St SE-NS/PS,STEIVAL1,STEIVALL,6492,37.794911,-122.436669,0,VALLEJO ST,STEINER ST,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1636495,120,,"(37.79491099963757, -122.43666900039828)",102,4,6,30
32698,Clement St&6TH Ave NW-FS/BZ,CLMT 6A0,CLMT 6AV,4042,37.783,-122.46479,0,6TH AVE,CLEMENT ST,FS,NW,BZ,0,09/11/2019 06:58:28 PM +0000,1637758,120,,"(37.783000000085764, -122.4647900001085)",5,8,4,11
33063,Bryant St&Division St SW-FS/BZ,BRYTDIVN,,7864,37.768932,-122.410888,,DIVISION ST,BRYANT ST,,,,,09/11/2019 06:58:28 PM +0000,1640102,120,,"(37.768932000170885, -122.41088799978054)",53,3,2,20
30328,Bryant St&19TH St NW-NS/BZ,BRYT19S0,BRYT19ST,3736,37.76058,-122.41008,0,19TH ST,BRYANT ST,NS,NW,BZ,0,09/11/2019 06:58:28 PM +0000,1633012,120,,"(37.76058000022899, -122.41007999958099)",53,3,2,20
31742,Naples St&Brazil Ave N-NS/PS,NAPLBRZ0,NAPLBRZL,5476,37.72251,-122.43002,0,BRAZIL AVE,NAPLES ST,NS,N,FL,0,09/11/2019 06:58:28 PM +0000,1635533,120,,"(37.72250999995913, -122.43001999952736)",90,9,1,7
30898,Hayes St&Clayton St NE-NS/BZ,HAYSCLT0,HAYSCLTN,4987,37.773605,-122.449166,0,CLAYTON ST,HAYES ST,FS,NW,BZ,1,09/11/2019 06:58:28 PM +0000,1634266,120,,"(37.77360500027319, -122.44916600052976)",24,7,11,18
31680,Pacific Ave&Powell St NE-NS/BZ,PACFPOW1,PACFPOWL,5852,37.796556,-122.409991,0,TRENTON ST,PACIFIC AVE,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1635445,120,,"(37.79655600027659, -122.40999099990391)",104,6,3,6
30715,Church St&16TH St NW-NS/SI,CHUR16S0,CHUR16ST,3984,37.764621,-122.428722,0,16TH ST,CHURCH ST,NS,NW,SI,0,09/11/2019 06:58:28 PM +0000,1633602,120,,"(37.76462099970836, -122.42872200014509)",37,3,5,5
30313,Balboa St&35TH Ave N-MB/PS,BBOA35A0,BBOA35AV,3060,37.775898,-122.494577,0,35TH AVE,BALBOA ST,MB,N,,0,09/11/2019 06:58:28 PM +0000,1632597,120,,"(37.77589799979592, -122.4945769995279)",8,8,4,29
32335,Yerba Buena Ave&Hazelwood Ave W-NS,Y B HZW0,Y B HZWD,6988,37.734389,-122.459705,0,HAZELWOOD AVE,YERBA BUENA AVE,NS,W,,0,09/11/2019 06:58:28 PM +0000,1637161,120,,"(37.73438899964, -122.45970500052708)",69,9,8,41
32088,Ocean Ave&Dorado Ter NE-NS,OCENDRD0,OCENDRDO,5787,37.724957,-122.461059,0,DORADO TER,OCEAN AVE,NS,NE,SI,0,09/11/2019 06:58:28 PM +0000,1636322,120,,"(37.724957000317914, -122.46105899948718)",68,10,8,41
33351,Powell St&Beach St W-MB/SB,POWLBEC0,POWLBECH,6046,37.808031,-122.412508,0,BEACH ST,POWELL ST,FS,SW,,0,09/11/2019 06:58:28 PM +0000,1638228,120,,"(37.80803099960651, -122.41250800049575)",99,6,3,23
33190,San Bruno Ave&Wilde Ave W-NS/BZ,SBROWIL0,SBROWILD,6371,37.71672,-122.39993,0,WILDE AVE,SAN BRUNO AVE,NS,NW,BZ,0,09/11/2019 06:58:28 PM +0000,1638836,120,,"(37.71671999974502, -122.39992999947515)",91,9,9,40
31443,Galvez Ave&Robinson Ave S-NS/BZ,GLVZROBI,MNSUHUSY,5633,37.728795,-122.367027,0,ROBINSON ST,GALVEZ AVE,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1634925,120,,"(37.728795000327175, -122.36702699947867)",78,2,9,1
31004,Diamond St&Diamond Heights Blvd E,DIAMDHT1,DIAMDHTS,4395,37.73822,-122.43726,0,DIAMOND HEIGHTS BLVD,DIAMOND ST,NS,E,FL,0,09/11/2019 06:58:28 PM +0000,1634003,120,,"(37.7382200000259, -122.43726000049365)",96,9,5,10
32105,Powell St&O'Farrell St NW-NS,POWLOFA1,POWLOFAR,6067,37.786509,-122.408139,0,OFARRELL ST,POWELL ST,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1636653,120,,"(37.786508999948566, -122.40813899975768)",19,6,3,36
32495,18th St&Guerrero St NW-FS/BZ,18STGUE1,18STGUER,3333,37.761619,-122.423955,0,GUERRERO ST,18TH ST,FS,NW,BZ,1,09/11/2019 06:58:28 PM +0000,1637492,120,,"(37.76161899962006, -122.42395499969982)",37,3,5,20
30853,Excelsior Ave&Naples St W-NS/PS,EXCLNAP0,EXCLNAPL,4573,37.72399,-122.42899,0,NAPLES ST,EXCELSIOR AVE,NS,W,FL,0,09/11/2019 06:58:28 PM +0000,1633828,120,,"(37.723990000219764, -122.42898999997888)",90,9,1,7
33564,Stockton St&Pacific Ave W-MB/BB,STOKPAC1,STOKPACF,6521,37.797189,-122.408604,0,PACIFIC AVE,STOCKTON ST,MB,W,BB,1,09/11/2019 06:58:28 PM +0000,1638437,120,,"(37.79718900009428, -122.40860400053072)",104,6,3,6
33389,Fulton St&43RD  Ave NW-FS/BZ,FULT43A2,,7730,37.771736,-122.503537,0,43RD AVE,FULTON ST,,,,,09/11/2019 06:58:28 PM +0000,1639753,120,,"(37.771735999850684, -122.5035369997664)",8,8,4,29
31053,101 Dakota St E-MB/SB,DAKO 100,DAKO 101,4343,37.75374,-122.39565,0,25TH ST,DAKOTA ST,MB,E,,0,09/11/2019 06:58:28 PM +0000,1634171,120,,"(37.75373999971168, -122.39564999984306)",54,2,9,26
31391,Hoffman Ave&23rd St SE-NS,HOFF23S0,HOFF23ST,5032,37.75241,-122.44074,0,23RD ST,HOFFMAN AVE,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1634751,120,,"(37.752410000203255, -122.44073999975987)",51,3,5,22
32491,Bryant St&22ND St NE-FS/BB,BRYT22S1,BRYT22ST,3742,37.75621,-122.40942,0,22ND ST,BRYANT ST,FS,NE,BB,1,09/11/2019 06:58:28 PM +0000,1637487,120,,"(37.75620999980516, -122.40942000012245)",53,3,2,20
31118,Gilman Ave&Ingalls St E-NS/SB,GLMNING1,GLMNINGL,4785,37.72035,-122.391729,0,INGALLS ST,GILMAN AVE,NS,E,,0,09/11/2019 06:58:28 PM +0000,1634637,120,,"(37.720349999780915, -122.3917290002367)",88,2,9,1
33068,Muni Metro Turnback - Not a public stop,MMT,,7950,37.793186,-122.391902,0,,MUNI METRO TNL,,,,0,09/11/2019 06:58:28 PM +0000,1640109,120,,"(37.79318600010569, -122.39190199985164)",108,1,10,8
31604,King St&4th St MI-**/**,KING.4ST,KING.4ST,5238,37.776323,-122.394036,0,4TH ST,KING ST,,,,0,09/11/2019 06:58:28 PM +0000,1635359,120,,"(37.77632299962275, -122.39403600038838)",34,1,10,4
32613,Teresita Blvd&Reposa Way N-FS/SB,TERERPS1,TERERPSA,6678,37.740975,-122.449223,0,REPOSA WAY,TERESITA BLVD,FS,N,,0,09/11/2019 06:58:28 PM +0000,1639497,120,,"(37.74097499962464, -122.44922299980787)",72,9,8,41
30984,Eddy St&Van Ness Ave NE-NS/BZ,EDDYV.N0,EDDYV.N.,4494,37.782988,-122.420613,0,VAN NESS AVE,EDDY ST,NS,NE,BZ,1,09/11/2019 06:58:28 PM +0000,1633963,120,,"(37.78298800009737, -122.42061300024001)",20,4,10,36
30322,5th St&Folsom St N-FS/BZ,5STFOLS,,7214,37.78044,-122.403466,0,FOLSOM ST,5TH ST,,N,,0,09/11/2019 06:58:28 PM +0000,1632617,120,,"(37.780439999848156, -122.4034659999334)",32,1,10,34
32275,Silver Ave&Revere Ave S-NS/SB,SILVRVR0,SILVRVRE,6419,37.736316,-122.398624,0,REVERE AVE,SILVER AVE,NS,S,,0,09/11/2019 06:58:28 PM +0000,1637151,120,,"(37.73631599993129, -122.39862400052083)",87,2,9,1
32002,14th St&Church St SW-NS/BZ,14STCHU0,14STCHUR,3255,37.76767,-122.42913,0,CHURCH ST,14TH ST,NS,SW,BZ,0,09/11/2019 06:58:28 PM +0000,1636450,120,,"(37.76767000010887, -122.4291299998385)",28,7,5,5
31768,Richardson Ave&Francisco St NW-NS,RCHNFNC1,RCHNFNCO,6181,37.800408,-122.447447,0,FRANCISCO ST,RICHARDSON AVE,NS,NW,BZ,1,09/11/2019 06:58:28 PM +0000,1635820,120,,"(37.800408000230384, -122.44744699960106)",17,4,6,13
32056,Taraval St&17th Ave NE-NS/PS,TARA17A0,TARA17AV,6614,37.743204,-122.473429,0,17TH AVE,TARAVAL ST,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1636882,120,,"(37.74320399991366, -122.4734289999761)",44,10,8,41
31528,Pacific Ave&Grant Ave NE-NS/BZ,PACFGRN1,PACFGRNT,5837,37.796984,-122.406735,0,GRANT AVE,PACIFIC AVE,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1635281,120,,"(37.796984000253666, -122.40673499967991)",104,6,3,6
30122,4th St&Mission St OB S-FS/BZ,.4STMIS0,.4STMISS,3160,37.784259,-122.404117,0,MISSION ST,4TH ST,FS,S,BZ,0,09/11/2019 06:58:28 PM +0000,1632638,120,,"(37.784258999879704, -122.40411700037916)",32,1,10,34
30781,Fulton St&Clayton St SE-FS/BZ,FULTCLT1,FULTCLTN,4226,37.77537,-122.44929,0,CLAYTON ST,FULTON ST,FS,SE,BZ,0,09/11/2019 06:58:28 PM +0000,1633870,120,,"(37.775369999929865, -122.44928999955687)",24,7,11,18
30582,26th St&Rhode Island St NE-NS/SB,26STR I0,26STR IS,3522,37.750718,-122.401124,0,RHODE ISLAND ST,26TH ST,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1633284,120,,"(37.75071800009903, -122.40112400032534)",54,2,9,26
33258,De Haro St&19TH St SE-NS/PS,DHRO19S1,DHRO19ST,4353,37.760934,-122.401117,0,19TH ST,DE HARO ST,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1638983,120,,"(37.76093399993874, -122.40111699992016)",54,2,9,26
33090,Phelps St&Carroll Ave W-FS,PHLPCAR0,PHLPCARR,5931,37.72912,-122.40101,0,CARROLL AVE,PHELPS ST,FS,W,FL,0,09/11/2019 06:58:28 PM +0000,1638605,120,,"(37.72911999992897, -122.40100999976661)",87,2,9,1
33327,Woodside Ave&Hernandez Ave SW-NS,WDSDHRD0,WDSDHRDZ,6935,37.746283,-122.455593,0,HERNANDEZ AVE,WOODSIDE AVE,FS,SE,,0,09/11/2019 06:58:28 PM +0000,1639173,120,,"(37.74628300012008, -122.45559299992313)",49,7,8,41
30281,11th St&Harrison St N-FS/BZ,11STHAR1,11STHARR,3238,37.770691,-122.412526,0,HARRISON ST,11TH ST,FS,N,BZ,1,09/11/2019 06:58:28 PM +0000,1632818,120,,"(37.77069099973166, -122.41252600038325)",32,1,10,34
33331,Washington St&Sansome St NW-FS/BZ,WASHSAN0,WASHSANS,6928,37.795733,-122.402064,0,SANSOME ST,WASHINGTON ST,FS,NW,BZ,0,09/11/2019 06:58:28 PM +0000,1639192,120,,"(37.795733000203775, -122.40206400039321)",106,6,3,6
31503,Mason St&Vallejo St NW-NS,MASNVAL1,MASNVALL,5371,37.798243,-122.412192,0,VALLEJO ST,MASON ST,NS,NW,,1,09/11/2019 06:58:28 PM +0000,1635189,120,,"(37.798242999943106, -122.41219200012218)",107,6,3,21
33175,Polk St&Francisco St NE-FS/BZ,POLKFNC1,POLKFNCO,5987,37.803653,-122.423231,0,FRANCISCO ST,POLK ST,FS,NE,BZ,0,09/11/2019 06:58:28 PM +0000,1638802,120,,"(37.803652999921255, -122.42323099947437)",107,4,6,32
32569,North Point St&Hyde St SW-NS/BZ,N.PTHYD0,N.PTHYDE,5459,37.805633,-122.420467,0,HYDE ST,NORTH POINT ST,NS,SW,BZ,1,09/11/2019 06:58:28 PM +0000,1637589,120,,"(37.80563300024304, -122.42046699996767)",98,6,6,32
31613,Noriega St&27th Ave SW-NS/BZ,NORI27A1,NORI27AV,5744,37.753782,-122.485168,0,27TH AVE,NORIEGA ST,NS,SW,BZ,0,09/11/2019 06:58:28 PM +0000,1635092,120,,"(37.7537820001069, -122.48516800040014)",39,10,7,35
33458,Mission St&Flournoy St S-NS/BZ,MISSFLN1,,7554,37.706613,-122.459196,,CROCKER AVE,MISSION ST,,,,,09/11/2019 06:58:28 PM +0000,1639820,120,,"(37.70661299994139, -122.45919600021416)",,,,
31289,McAllister St&Fillmore St SE-FS/BZ,MCALFIL1,MCALFILL,5392,37.778618,-122.431744,0,FRIENDSHIP CT,MCALLISTER ST,FS,SE,BZ,1,09/11/2019 06:58:28 PM +0000,1635016,120,,"(37.77861799979931, -122.43174400018096)",97,4,11,39
30685,800 Corbett Ave SE-MB/PS,CRBTH801,CRBTH800,4168,37.75399,-122.443,0,,CORBETT AVE,MB,SE,,0,09/11/2019 06:58:28 PM +0000,1633543,120,,"(37.75399000031663, -122.442999999896)",51,7,5,38
30801,Divisadero St&Sutter St SW-FS/BZ,DIVISUTT,SUTTTERM,4435,37.78515,-122.439939,0,SUTTER ST,DIVISADERO ST,FS,SW,BZ,0,09/11/2019 06:58:28 PM +0000,1633899,120,,"(37.78515000036245, -122.43993900027887)",103,4,11,15
31532,Monterey Blvd&Congo St NE-NS/PS,MTRYCNG0,MTRYCNGO,5424,37.731659,-122.441915,0,CONGO ST,MONTEREY BLVD,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1635129,120,,"(37.73165899959883, -122.4419150004718)",95,9,8,41
31823,Right Of Way&21st St NW-NS/SB,ROW 21S0,ROW 21ST,6216,37.756643,-122.426922,0,21ST ST,RIGHT OF WAY,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1636016,120,,"(37.75664299981192, -122.42692200055701)",52,3,5,5
31651,Mission St&Oliver St E-FS/BZ,MISSOLV1,MISSOLVR,5608,37.70962,-122.45006,0,OLIVER ST,MISSION ST,FS,E,BZ,0,09/11/2019 06:58:28 PM +0000,1636086,120,,"(37.709620000351954, -122.45006000046584)",58,9,1,7
31786,Presidio Ave&Geary Blvd NE-FS/BZ,PRESGEA1,PRESGEAR,6092,37.782706,-122.445796,0,GEARY BLVD,PRESIDIO AVE,FS,NE,BZ,0,09/11/2019 06:58:28 PM +0000,1635953,120,,"(37.7827059999705, -122.44579599953244)",103,8,6,31
33122,Powell St&Francisco St SE-NS/BZ,POWLFNC1,POWLFNCO,6056,37.80481,-122.41165,0,FRANCISCO ST,POWELL ST,NS,SE,BZ,1,09/11/2019 06:58:28 PM +0000,1638659,120,,"(37.80480999987734, -122.41165000042248)",106,6,3,23
30339,19th Ave&Winston Dr NW-NS/SI,19AVWINO,19AVWINS,3403,37.727017,-122.474937,0,WINSTON DR,19TH AVE,NS,NW,FL,1,09/11/2019 06:58:28 PM +0000,1633029,120,,"(37.72701699997311, -122.47493700019243)",41,10,8,16
30961,Columbus Ave&Chestnut St N-FS/BZ,COLMCHE1,COLMCHES,4103,37.803794,-122.415136,0,CHESTNUT ST,COLUMBUS AVE,FS,N,BZ,0,09/11/2019 06:58:28 PM +0000,1633729,120,,"(37.80379399975589, -122.41513600014027)",106,6,3,23
33393,Brannan&8TH St SE-FS/BZ,BRAN.8ST,,7684,37.771322,-122.405237,0,8TH ST,BRANNAN ST,,,,0,09/11/2019 06:58:28 PM +0000,1639766,120,,"(37.77132200035343, -122.4052370002395)",33,1,10,34
32863,Sunset Blvd&Noriega St SE-NS/SB,SUNSNOR1,SUNSNORI,6540,37.753297,-122.495124,0,NORIEGA ST,SUNSET BLVD,NS,SE,,1,09/11/2019 06:58:28 PM +0000,1638028,120,,"(37.75329700021186, -122.49512400008322)",39,10,7,35
32197,4080 Mission St NW-MB/BZ,MISS4080,MISS4080,5573,37.73217,-122.428,0,,MISSION ST,MB,NW,BZ,0,09/11/2019 06:58:28 PM +0000,1636562,120,,"(37.73216999971501, -122.42800000016145)",93,9,5,28
