OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,point,SF_Find_Neighborhoods,Current_Police_Districts,Current_Supervisor_Districts,Analysis_Neighborhoods
32560,636 Teresita Blvd SE-NS/SB,TEREH631,TEREH636,6658,37.73679,-122.445672,0,,TERESITA BLVD,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1637368,120,,"(37.736789999782204, -122.4456719994698)",72,9,8,41
32413,Silver Ave&Alemany Blvd E-NS/PS,SILVALE1,SILVALEM,6393,37.729794,-122.433256,0,ALEMANY BLVD,SILVER AVE,NS,E,FL,0,09/11/2019 06:58:28 PM +0000,1637784,120,,"(37.729794000286596, -122.43325600008585)",94,9,1,28
30842,Diamond St&Arbor St W-MI/PS,DIAMARB0,DIAMARBR,4383,37.738262,-122.434674,0,ARBOR ST,DIAMOND ST,MI,W,FL,0,09/11/2019 06:58:28 PM +0000,1633816,120,,"(37.73826199960598, -122.43467400055785)",96,9,5,10
33224,Embarcadero Station Inbound,EMBSTA.,EMBR STA,6992,37.793134,-122.396431,0,MAIN ST,MARKET ST,,,,0,09/11/2019 06:58:28 PM +0000,1638906,120,,"(37.793133999864644, -122.39643099991211)",108,6,10,8
32818,Plymouth Ave&Ocean Ave SW-FS/BZ,PLYMOCE1,PLYMOCEN,5975,37.723638,-122.456233,0,OCEAN AVE,PLYMOUTH AVE,FS,SW,,1,09/11/2019 06:58:28 PM +0000,1638174,120,,"(37.723638000214635, -122.45623299965473)",64,10,8,24
33011,Mission St&8th St W-FS/BZ,MISS 8S0,MISS 8ST,5540,37.77723,-122.41355,0,8TH ST,MISSION ST,FS,W,BZ,1,09/11/2019 06:58:28 PM +0000,1638536,120,,"(37.77722999983866, -122.41354999993416)",32,1,10,34
33016,Masonic Ave&Oak St SE-NS/BZ,MSICOAK1,MSICOAK,5716,37.771963,-122.445625,0,OAK ST,MASONIC AVE,NS,SE,BZ,0,09/11/2019 06:58:28 PM +0000,1638543,120,,"(37.77196299983265, -122.4456250000016)",25,7,11,3
30777,Golden Gate Ave&Van Ness Ave SW-NS,G G V N1,G G V N,4243,37.78095,-122.42066,0,VAN NESS AVE,GOLDEN GATE AVE,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1633796,120,,"(37.78095000018831, -122.42065999997848)",21,4,11,39
30503,18th St&Connecticut St NE-NS/BZ,18STCON1,18STCONN,3324,37.76258,-122.397352,0,CONNECTICUT ST,18TH ST,NS,NE,BZ,1,09/11/2019 06:58:28 PM +0000,1632978,120,,"(37.76258000001403, -122.3973519999178)",54,2,9,26
30865,Divisadero St&Francisco St NW-NS/PS,DIVIFNC0,DIVIFNCO,4418,37.80097,-122.443136,0,FRANCISCO ST,DIVISADERO ST,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1633845,120,,"(37.80096999966818, -122.44313600018862)",17,4,6,13
30121,4th St&Howard St S-FS/BZ,.4STHWR1,4STHWRD,3159,37.783036,-122.402548,0,HOWARD ST,4TH ST,FS,S,BZ,1,09/11/2019 06:58:28 PM +0000,1632632,120,,"(37.7830359996755, -122.40254799960995)",32,1,10,34
31597,Mission St&24th St SW-FS/BB,MISS24S0,MISS24ST,5566,37.751964,-122.418528,0,24TH ST,MISSION ST,FS,SW,BZ,1,09/11/2019 06:58:28 PM +0000,1635330,120,,"(37.75196400007525, -122.41852799962217)",53,3,2,20
33561,SF General Hospital E-MB/BB,POTRSFGH,POTRHOSP,6119,37.755413,-122.406472,0,22ND ST,POTRERO AVE,MB,E,BZ,0,09/11/2019 06:58:28 PM +0000,1638431,120,,"(37.755412999677326, -122.40647200018846)",54,3,9,20
31085,Mansell St&John Shelley --1 Dr SW-NS/PS,MANSJSH0,MANSJSHW,5348,37.718718,-122.418633,0,JOHN F SHELLEY DR,MANSELL ST,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1634584,120,,"(37.718718000409254, -122.41863299973338)",73,9,9,19
33644,Avenue B&9TH TI St NW-NS/SB,AVEB.9TH,AVEB.9TH,7004,37.823245,-122.374986,0,9TH TI ST,AVENUE B,NS,NW,FL,0,09/11/2019 06:58:28 PM +0000,1638466,120,,"(37.823245000120934, -122.37498600023017)",36,1,10,37
32956,Powell St&Market St NW-FS,POWLMRK1,POWLMRKT,6064,37.784635,-122.407785,0,MARKET ST,POWELL ST,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1638146,120,,"(37.78463500042051, -122.4077850001337)",19,5,3,36
32935,Plymouth Ave&Yerba Buena Ave NE-NS,PLYMY B1,PLYMY B,5980,37.73261,-122.45851,0,YERBA BUENA AVE,PLYMOUTH AVE,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1638098,120,,"(37.732609999652254, -122.4585099995546)",70,9,8,41
32728,Sunset Blvd&Santiago St SE-NS/SB,SUNSSNT1,SUNSSNTG,6554,37.743982,-122.494477,0,SANTIAGO ST,SUNSET BLVD,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1639261,120,,"(37.74398199963359, -122.49447700020677)",40,10,7,35
31692,Market St&Drumm St N-NS/BZ,MRKTDRU0,MRKTDRUM,5669,37.793473,-122.396178,0,DRUMM ST,MARKET ST,NS,N,BZ,1,09/11/2019 06:58:28 PM +0000,1635574,120,,"(37.793473000348584, -122.39617799976939)",108,6,3,8
30337,19th Ave&Vicente St SE-NS/SB,19AVVCT1,19AVVCTE,3398,37.7392,-122.47528,0,VICENTE ST,19TH AVE,NS,SE,FL,1,09/11/2019 06:58:28 PM +0000,1633025,120,,"(37.7391999997295, -122.47527999958244)",46,10,8,41
32615,Sunset Blvd&Moraga St SE-NS/SB,SUNSMOR1,SUNSMORA,6538,37.755162,-122.495263,0,MORAGA ST,SUNSET BLVD,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1639499,120,,"(37.755161999796925, -122.49526300053678)",39,10,7,35
32111,Quintara St&33rd Ave SW-NS,QUIN33A1,QUIN33AV,6157,37.74791,-122.49121,0,33RD AVE,QUINTARA ST,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1636664,120,,"(37.74790999983838, -122.49120999963502)",40,10,7,35
33172,Haight St&Masonic Ave SE-FS/BZ,HAITMSI1,HAITMSIC,4958,37.770196,-122.445292,0,MASONIC AVE,HAIGHT ST,FS,SE,BZ,0,09/11/2019 06:58:28 PM +0000,1638777,120,,"(37.7701959996189, -122.44529200024958)",25,7,11,3
31927,Fillmore St&Beach St NW-NS/BZ,FILLBECN,FILLBECH,4606,37.804423,-122.437127,0,BEACH ST,FILLMORE ST,NS,NW,BZ,0,09/11/2019 06:58:28 PM +0000,1636162,120,,"(37.80442299961143, -122.43712700033151)",17,4,6,13
33126,Sutter St&Scott St NE-NS/BZ,SUTTSCO0,SUTTSCOT,6607,37.78552,-122.438078,0,SCOTT ST,SUTTER ST,NS,NE,BZ,1,09/11/2019 06:58:28 PM +0000,1638672,120,,"(37.78551999990178, -122.43807799970685)",103,4,6,30
32371,Sutter St&Baker St NE-NS/BZ,SUTTBAK0,SUTTBAKR,6585,37.784889,-122.443067,0,BAKER ST,SUTTER ST,NS,NE,BZ,1,09/11/2019 06:58:28 PM +0000,1636949,120,,"(37.78488899999599, -122.44306699993938)",103,8,6,30
32544,Plymouth Ave&Lakeview Ave SE-NS,PLYMLKV1,PLYMLKVW,5963,37.71817,-122.45606,0,LAKEVIEW AVE,PLYMOUTH AVE,NS,SE,FL,0,09/11/2019 06:58:28 PM +0000,1637333,120,,"(37.718169999696315, -122.45605999960539)",81,10,1,24
30504,18th St&Castro St NW-FS/BZ,18STCTR1,18STCTRO,3325,37.760952,-122.435151,0,CASTRO ST,18TH ST,FS,NW,BZ,1,09/11/2019 06:58:28 PM +0000,1632979,120,,"(37.76095200014437, -122.43515100025509)",38,3,5,5
32816,Sunnydale Ave&Rutland St E-NS/PS,SUNYRUT0,SUNYRUTL,6576,37.70986,-122.40851,0,RUTLAND ST,SUNNYDALE AVE,NS,E,,0,09/11/2019 06:58:28 PM +0000,1638171,120,,"(37.70985999990207, -122.40851000020685)",75,9,9,40
32145,16th Ave&Lawton St NW-NS/PS,16AVLAW0,16AVLAWT,3273,37.7593,-122.4737,0,LAWTON ST,16TH AVE,NS,NW,FL,0,09/11/2019 06:58:28 PM +0000,1636737,120,,"(37.75930000022566, -122.47370000006856)",44,10,8,14
31483,Judah St&La Playa St SE-FS,JUDALAP1,JUDALAPL,5223,37.760304,-122.508181,0,48TH AVE,JUDAH ST,FS,SE,,0,09/11/2019 06:58:28 PM +0000,1634843,120,,"(37.760303999607935, -122.50818100038434)",39,10,7,35
31559,McAllister St&Baker St SW-NS/BZ,MCALBAK1,MCALBAKR,5385,37.77731,-122.44185,0,BAKER ST,MCALLISTER ST,NS,SW,BZ,1,09/11/2019 06:58:28 PM +0000,1635381,120,,"(37.777309999798604, -122.44185000042121)",97,7,11,18
33187,Union St&Pierce St SW-NS/BZ,UNINPIE1,UNINPIER,6778,37.796589,-122.438883,0,PIERCE ST,UNION ST,NS,SW,BZ,1,09/11/2019 06:58:28 PM +0000,1638824,120,,"(37.796589000389346, -122.43888300048093)",14,4,6,13
33304,Turk St&Roselyn Ter SE-FS/BZ,TURKROS1,TURKROSN,6729,37.778235,-122.44959,0,ROSELYN TER,TURK BLVD,FS,SE,BZ,0,09/11/2019 06:58:28 PM +0000,1639103,120,,"(37.77823500006634, -122.44958999969032)",12,7,4,18
30547,California St&Taylor St SW-NS,CALITAY1,CALITAYL,3902,37.791543,-122.412608,0,TAYLOR ST,CALIFORNIA ST,NS,SW,,1,09/11/2019 06:58:28 PM +0000,1633366,120,,"(37.79154299989245, -122.41260799993188)",16,6,3,21
31813,Sunset Blvd&Kirkham St SE-NS/SB,SUNSKIR1,SUNSKIRK,6532,37.758891,-122.495518,0,KIRKHAM ST,SUNSET BLVD,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1635993,120,,"(37.758891000109315, -122.49551799986375)",39,10,7,35
30203,Broadway&Stockton St SE-FS/BZ,BDWYSTO0,BDWYSTOK,3087,37.797591,-122.408294,0,STOCKTON ST,BROADWAY,FS,SE,,0,09/11/2019 06:58:28 PM +0000,1632548,120,,"(37.797591000148344, -122.4082940001391)",104,6,3,6
31094,Mason St&Greenwich St E-MI,MASNGNW0,MASNGNWH,5360,37.801929,-122.412775,0,GREENWICH ST,MASON ST,MI,E,,0,09/11/2019 06:58:28 PM +0000,1634598,120,,"(37.801929000294244, -122.4127750004337)",107,6,3,6
31154,Marina Blvd&Laguna St SW-NS-BZ,MRNALGNA,FTMATERM,4729,37.805118,-122.432185,0,WEST STATION RD,MARINA BLVD,TR,N,SI,0,09/11/2019 06:58:28 PM +0000,1634070,120,,"(37.80511799987668, -122.43218500053435)",17,4,6,13
30707,Bay Shore Blvd&Cortland Ave NE-FS/BZ,BSHRCOR1,BSHRCORT,3778,37.73986,-122.40677,0,CORTLAND AVE,BAY SHORE BLVD,FS,NE,BZ,0,09/11/2019 06:58:28 PM +0000,1633580,120,,"(37.73985999962625, -122.40677000025548)",82,2,9,1
32943,Polk St&O'Farrell St NW-NS/BZ,POLKOFA0,POLKOFAR,5993,37.785022,-122.419661,0,OFARRELL ST,POLK ST,NS,NW,BZ,0,09/11/2019 06:58:28 PM +0000,1638109,120,,"(37.78502200013159, -122.41966099970175)",20,4,10,36
31369,Haight St&Stanyan St N-MB/BZ,HAITSTA1,HAITSTAN,4962,37.769331,-122.452845,0,STANYAN ST,HAIGHT ST,MB,N,BZ,0,09/11/2019 06:58:28 PM +0000,1634704,120,,"(37.7693310003961, -122.45284499951293)",25,7,11,3
32135,455 Warren Dr E-MB/SB,WARNH451,WARNH455,6910,37.757722,-122.461897,0,,WARREN DR,MB,E,,0,09/11/2019 06:58:28 PM +0000,1636711,120,,"(37.75772200029045, -122.46189699997103)",111,7,8,14
31360,1701 Geneva Ave S-FS/BZ,GNVA1751,GNVA1750,4799,37.71072,-122.42576,0,,GENEVA AVE,FS,S,BZ,0,09/11/2019 06:58:28 PM +0000,1634478,120,,"(37.7107200002464, -122.42576000049772)",58,9,1,7
30855,Executive Park W-MB/SB,EXECPAR1,EXECPARK,4575,37.709831,-122.392893,0,,THOMAS MELLON CIR,MB,W,,0,09/11/2019 06:58:28 PM +0000,1633830,120,,"(37.70983100011013, -122.39289299947986)",79,2,9,1
30713,Townsend & 4th E-FS/BZ,TOWN.4ST,,7235,37.777278,-122.394631,0,4TH ST,TOWNSEND ST,,E,,0,09/11/2019 06:58:28 PM +0000,1633595,120,,"(37.77727799996137, -122.39463099959384)",34,1,10,4
31876,McAllister St&Pierce St NE-NS/BZ,MCALPIE0,MCALPIER,5400,37.778244,-122.435045,0,GOLDEN GATE AVE,PIERCE ST,NS,NE,BZ,1,09/11/2019 06:58:28 PM +0000,1636297,120,,"(37.77824400014764, -122.4350450004143)",97,4,11,39
30740,California St&Laurel St SW-NS/PS,CALILAU1,CALILARL,3876,37.786801,-122.44998,0,WALNUT ST,CALIFORNIA ST,NS,SW,,1,09/11/2019 06:58:28 PM +0000,1633442,120,,"(37.78680100027431, -122.44997999969094)",11,8,6,31
31158,Lawton St&9th Ave NE-NS/PS,LAWT 9A1,LAWT 9AV,4854,37.758524,-122.465804,0,9TH AVE,LAWTON ST,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1634076,120,,"(37.75852400034799, -122.46580399996617)",109,10,8,14
32500,30th Ave&Rivera St NW-NS/PS,30AVRVR0,30AVRVRA,3528,37.74636,-122.4878,0,RIVERA ST,30TH AVE,NS,NW,FL,0,09/11/2019 06:58:28 PM +0000,1637499,120,,"(37.746359999830226, -122.48779999952751)",40,10,7,35
31137,Geneva Ave&Rio Verde St SE-FS/BZ,GNVARVD0,GNVARVDE,4895,37.706939,-122.415534,0,RIO VERDE ST,GENEVA AVE,FS,SE,BZ,0,09/11/2019 06:58:28 PM +0000,1634047,120,,"(37.70693899996835, -122.4155340003933)",,,,
32705,Townsend St&3rd St E-FS/BZ,TOWN 3S1,TOWN 3ST,6691,37.778981,-122.392452,0,3RD ST,TOWNSEND ST,FS,E,BZ,0,09/11/2019 06:58:28 PM +0000,1637771,120,,"(37.778981000119124, -122.39245200038192)",31,1,10,4
33524,Plymouth Ave&Lobos St SE-NS,PLYMLOB1,PLYMLOBO,5966,37.71484,-122.45605,0,LOBOS ST,PLYMOUTH AVE,NS,SE,FL,0,09/11/2019 06:58:28 PM +0000,1638371,120,,"(37.7148400003333, -122.45604999967743)",81,10,1,24
30167,46th Ave&Moraga St SE-NS/SB,46AVMOR1,46AVMORA,3585,37.754756,-122.505449,0,MORAGA ST,46TH AVE,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1632918,120,,"(37.75475600041539, -122.50544899944616)",39,10,7,35
31661,Folsom St&11TH St E-FS/BZ,FOLS11S1,FOLS11ST,4664,37.771905,-122.413958,0,JUNIPER ST,FOLSOM ST,FS,E,BZ,0,09/11/2019 06:58:28 PM +0000,1636116,120,,"(37.77190500021332, -122.4139580001019)",32,1,10,34
30458,Bosworth St&Marsily St SW-NS/PS,BOSWMAR1,BOSWMARS,3700,37.733469,-122.42794,0,MARSILY ST,BOSWORTH ST,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1633168,120,,"(37.73346900043612, -122.4279400004019)",93,9,5,28
31416,Hahn St&Sunnydale Ave NE-FS/PS,HAHNSUN1,HAHNSUNY,4937,37.71201,-122.4159,0,SUNNYDALE AVE,HAHN ST,FS,NE,,0,09/11/2019 06:58:28 PM +0000,1634789,120,,"(37.71200999956278, -122.41590000032413)",75,9,9,40
30722,Geary St&Jones St NW-FS/BZ,GEARJON0,GEARJONE,4300,37.786769,-122.413332,0,JONES ST,GEARY ST,FS,NW,BZ,1,09/11/2019 06:58:28 PM +0000,1633617,120,,"(37.786769000275854, -122.41333199948062)",50,6,3,36
30641,Coit Tower Parking Lot W-NS/BZ,COITTOW0,COITTOWR,4087,37.80266,-122.40579,0,GREENWICH ST,TELEGRAPH HILL BLVD,NS,W,BZ,0,09/11/2019 06:58:28 PM +0000,1633460,120,,"(37.80266000011214, -122.40578999988468)",18,6,3,23
30315,Balboa St&40TH Ave NE-NS/PS,BBOA40A0,BBOA40AV,3063,37.775637,-122.500399,0,40TH AVE,BALBOA ST,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1632603,120,,"(37.775637000373045, -122.5003990002543)",8,8,4,29
30714,Church St&22ND St SE-NS/PS,CHUR22S1,CHUR22ST,3994,37.754741,-122.427636,0,22ND ST,CHURCH ST,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1633599,120,,"(37.75474099958468, -122.4276360001538)",52,3,5,22
30443,14th St&Sanchez St NE-NS/PS,14STSNC1,,3260,37.76767,-122.431105,0,SANCHEZ ST,14TH ST,NS,NE,FL,0,09/11/2019 06:58:28 PM +0000,1633150,120,,"(37.76766999996678, -122.43110500020252)",28,7,5,5
30668,Church St&Clipper St NW-NS/PS,CHURCLP0,CHURCLPR,4002,37.749388,-122.427289,0,CLIPPER ST,CHURCH ST,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1633514,120,,"(37.74938800011409, -122.42728900004683)",84,3,5,22
30472,45th Ave&Cabrillo St NE-FS/PS,45AVCBR1,45AVCBRO,3572,37.773573,-122.50567,0,CABRILLO ST,45TH AVE,FS,NE,,0,09/11/2019 06:58:28 PM +0000,1633206,120,,"(37.77357299999374, -122.50567000042176)",8,8,4,29
33237,Russia Ave&Moscow St NE-NS/SB,RUSSMSC0,RUSSMSCW,6241,37.71814,-122.42985,0,MOSCOW ST,RUSSIA AVE,NS,NE,FL,0,09/11/2019 06:58:28 PM +0000,1638938,120,,"(37.718139999925064, -122.42985000034801)",90,9,1,7
32823,Parnassus Ave&Cole St SW-NS/BZ,PARNCOL1,PARNCOLE,5890,37.764789,-122.449854,0,COLE ST,PARNASSUS AVE,NS,SW,BZ,0,09/11/2019 06:58:28 PM +0000,1638180,120,,"(37.76478899974338, -122.44985400018918)",114,7,11,3
31669,South Hill Blvd&Prague St E-NS/AB,SOHLPRA0,SOHLPRAG,6470,37.712153,-122.432183,0,PRAGUE ST,SOUTH HILL BLVD,NS,E,AB,0,09/11/2019 06:58:28 PM +0000,1636130,120,,"(37.71215300018735, -122.43218299961329)",58,9,1,7
31420,Lombard St&Pierce St SW-NS/BZ,LOMBPIE1,LOMBPIER,5284,37.799292,-122.439421,0,PIERCE ST,LOMBARD ST,NS,SW,BZ,1,09/11/2019 06:58:28 PM +0000,1634891,120,,"(37.799291999905456, -122.4394209996939)",14,4,6,13
33442,Powell Station Outbound,POWL ST0,POWL STA,6995,37.7843,-122.407822,0,METRO TUNNEL,POWELL STATION,,,,0,09/11/2019 06:58:28 PM +0000,1638342,120,,"(37.78430000031403, -122.40782199974251)",19,5,3,36
31091,Mason St&Broadway E-MI,MASNBDW0,MASNBDWY,5355,37.797208,-122.411825,0,BROADWAY,MASON ST,MI,E,,0,09/11/2019 06:58:28 PM +0000,1634592,120,,"(37.79720799967459, -122.4118249997063)",107,6,3,6
31745,Naples St&Rolph St S-NS/PS,NAPLRLP1,NAPLRLPH,5482,37.713457,-122.436626,0,ROLPH ST,NAPLES ST,NS,S,,1,09/11/2019 06:58:28 PM +0000,1635536,120,,"(37.713457000061005, -122.43662600043129)",58,9,1,7
33182,Townsend St&5th St N-NS/PS,TOWN 5S0,TOWN 5ST,6696,37.775432,-122.3972,0,5TH ST,TOWNSEND ST,NS,N,BZ,0,09/11/2019 06:58:28 PM +0000,1638815,120,,"(37.775432000155355, -122.39720000015)",32,1,10,34
31983,San Jose Ave&Farallones St N-NS/PS,S J FAR0,S J FARA,6257,37.714153,-122.452148,0,FARALLONES ST,SAN JOSE AVE,NS,N,,0,09/11/2019 06:58:28 PM +0000,1636403,120,,"(37.714153000002554, -122.45214800036453)",81,10,1,24
32502,Buena Vista Ave East&SJ H NW-MB/SB,BV ESJ 1,BV ESJ H,3818,37.76773,-122.44021,0,,BUENA VISTA EAST AVE,MB,NW,,0,09/11/2019 06:58:28 PM +0000,1637501,120,,"(37.76773000016518, -122.4402099996033)",112,7,5,3
32208,Sloat Blvd&45th Ave NW-FS/BZ,SLOA45A1,SLOA45AV,6450,37.7356,-122.503407,0,45TH AVE,SLOAT BLVD,FS,NW,BZ,1,09/11/2019 06:58:28 PM +0000,1636590,120,,"(37.73559999974029, -122.5034069994677)",40,10,7,35
30351,25th St&Potrero Ave N-MB/BZ,25STPOT0,25STPOTR,3511,37.751407,-122.40668,0,POTRERO AVE,25TH ST,MB,N,BZ,1,09/11/2019 06:58:28 PM +0000,1633048,120,,"(37.751407000251405, -122.40667999949667)",53,3,2,20
31226,Fillmore St&North Point St SE-NS/PS,FILLN P0,FILLN PT,4630,37.803547,-122.436791,0,NORTH POINT ST,FILLMORE ST,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1634377,120,,"(37.80354699979217, -122.43679099985329)",17,4,6,13
30917,Eureka St&20TH St SE-NS/PS,ERKA20S0,ERKA20ST,4537,37.75741,-122.437879,0,20TH ST,EUREKA ST,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1634293,120,,"(37.75741000011212, -122.43787900027986)",115,3,5,5
31868,Hyde St&Greenwich St SE-NS,HYDEGNW0,HYDEGNWH,5073,37.800993,-122.419322,0,GREENWICH ST,HYDE ST,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1636278,120,,"(37.800992999733715, -122.41932199944081)",107,6,6,32
31018,Embarcadero Folsom St N-NS/SI,EMBRFONO,EMBRFOLS,4510,37.790749,-122.389841,0,FOLSOM ST,THE EMBARCADERO,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1634115,120,,"(37.79074899971679, -122.38984100018727)",30,1,10,8
31240,Foerster St&Flood Ave SE-NS/PS,FOERFLO1,FOERFLOD,4649,37.729795,-122.448765,0,FLOOD AVE,FOERSTER ST,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1634395,120,,"(37.72979500004015, -122.44876499980491)",95,9,8,41
31873,San Jose Ave&Geneva Ave SW-FS/BZ,S J GNV0,S J GNVA,6263,37.720649,-122.446738,0,GENEVA AVE,SAN JOSE AVE,FS,W,BZ,0,09/11/2019 06:58:28 PM +0000,1636284,120,,"(37.72064899998162, -122.44673799943803)",80,9,1,28
30908,Fillmore St&Golden Gate Ave NE-FS,FILLG G1,FILLG G,4613,37.779859,-122.431955,0,GOLDEN GATE AVE,FILLMORE ST,FS,NE,BZ,1,09/11/2019 06:58:28 PM +0000,1634276,120,,"(37.77985899973692, -122.43195499984597)",97,4,11,39
32271,Turk St&Masonic Ave SW-NS/BZ,TURKMSI1,TURKMSIC,6725,37.778548,-122.447138,0,MASONIC AVE,TURK BLVD,NS,SW,BZ,0,09/11/2019 06:58:28 PM +0000,1637147,120,,"(37.77854799999735, -122.44713800049634)",12,7,4,18
33115,Donahue St&Innes Ave NE-NS/SB,DHNEINES,,7860,37.728895,-122.370154,,,DONAHUE ST,,,,,09/11/2019 06:58:28 PM +0000,1640133,120,,"(37.728894999989514, -122.37015400001852)",78,2,9,1
31265,Ingalls St&Harbor Rd NW-NS/PS,INGLHRB1,INGLHRBR,5107,37.73347,-122.380023,0,HARBOR RD,INGALLS ST,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1634554,120,,"(37.7334699997554, -122.3800229999908)",86,2,9,1
31620,Industrial St&Bayshore Blvd NE-NS,INDSBSH1,INDSBSHR,5092,37.738148,-122.406539,0,BAYSHORE BLVD,INDUSTRIAL ST,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1635104,120,,"(37.73814799997332, -122.40653900053978)",82,2,9,1
30644,Cole St&Alma St SE-NS/PS,COLEALM1,COLEALMA,4090,37.76313,-122.44938,0,ALMA ST,COLE ST,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1633464,120,,"(37.76313000037837, -122.44938000041716)",114,7,11,3
31441,Noriega St&29th Ave SW-NS/BZ,NORI29A1,NORI29AV,5746,37.753692,-122.48731,0,29TH AVE,NORIEGA ST,NS,SW,BZ,0,09/11/2019 06:58:28 PM +0000,1634921,120,,"(37.75369200041398, -122.48731000011622)",39,10,7,35
30334,17th St&Castro St NE-NS/SI,17STCTR1,17STCTRO,3311,37.762576,-122.434979,0,CASTRO ST,17TH ST,NS,NE,SI,0,09/11/2019 06:58:28 PM +0000,1633020,120,,"(37.76257599971851, -122.43497899977737)",38,3,5,5
32864,Oakdale Ave&Loomis St NE-NS/BZ,OAKDLOOM,OAKDLOOM,7032,37.742528,-122.404165,0,LOOMIS ST,OAKDALE AVE,FS,NW,,0,09/11/2019 06:58:28 PM +0000,1638029,120,,"(37.74252799982012, -122.40416499981026)",85,2,9,1
30798,Diamond St&Surrey St SE-NS/PS,DIAMSUR1,DIAMSURY,4403,37.73608,-122.43433,0,SURREY ST,DIAMOND ST,NS,SE,FL,1,09/11/2019 06:58:28 PM +0000,1633896,120,,"(37.736080000059175, -122.43433000043302)",96,9,5,10
33269,Industrial St&Bayshore Blvd SE-FS,INDSBSH0,INDSBSHR,5093,37.737943,-122.40678,0,BAYSHORE BLVD,INDUSTRIAL ST,FS,SE,BZ,1,09/11/2019 06:58:28 PM +0000,1639014,120,,"(37.73794299960037, -122.4067800003959)",82,2,9,1
31906,Quintara St&27th Ave SW-NS/PS,QUIN27A1,QUIN27AV,6149,37.74822,-122.48477,0,27TH AVE,QUINTARA ST,NS,SW,FL,1,09/11/2019 06:58:28 PM +0000,1635929,120,,"(37.74821999994477, -122.48476999991908)",40,10,7,35
31836,Rhode Island St&18th St SW-FS/SB,R IS18S0,R IS18ST,6192,37.761988,-122.4024,0,18TH ST,RHODE ISLAND ST,FS,SW,,0,09/11/2019 06:58:28 PM +0000,1636502,120,,"(37.76198800018903, -122.40239999986476)",54,2,9,26
33347,Revere Ave&Jennings St E-NS,RVREJEN1,RVREJENN,6251,37.72953,-122.3863,0,JENNINGS ST,REVERE AVE,NS,E,FL,0,09/11/2019 06:58:28 PM +0000,1638221,120,,"(37.72953000044492, -122.38630000010595)",86,2,9,1
32320,Portola Dr&Claremont Blvd NE-NS,PORTCLAR,,7151,37.73985,-122.46504,0,CLAREMONT AVE,PORTOLA ST,,,,,09/11/2019 06:58:28 PM +0000,1637243,120,,"(37.73985000033191, -122.46504000026646)",49,10,8,41
32648,Valencia St&Cesar Chavez St NE-FS/BB,VLNCCHA1,VLNCARMY,6881,37.748217,-122.420213,0,ARMY ST,VALENCIA ST,FS,NE,BZ,1,09/11/2019 06:58:28 PM +0000,1637931,120,,"(37.74821700030796, -122.42021300014608)",53,3,2,20
30250,8th St&Harrison St S-FS/BI,.8STHAR0,8STHARR,3206,37.773536,-122.408376,0,HARRISON ST,8TH ST,FS,S,BZ,0,09/11/2019 06:58:28 PM +0000,1632730,120,,"(37.77353600028236, -122.40837599984984)",32,1,10,34
32729,Battery St&Filbert St SW-FS/BZ,BATTFIL0,BATTFILB,3026,37.80221,-122.401894,0,UNION ST,BATTERY ST,FS,SW,BZ,0,09/11/2019 06:58:28 PM +0000,1639262,120,,"(37.802209999761125, -122.40189400044828)",77,6,3,8
32504,Judah St&22nd Ave SE-FS/SI,JUDA22A1,JUDA22AV,5201,37.761534,-122.479855,0,22ND AVE,JUDAH ST,FS,SE,SI,0,09/11/2019 06:58:28 PM +0000,1637506,120,,"(37.76153399955634, -122.47985500026218)",39,10,7,35
